Dataset ID,Name,Description
1163,AP_Lung_Kidney,"**Author**:   
**Source**: Unknown - Date unknown  
**Please cite**:   

GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented machine learning algorithms. They can be used for estimation of different quality metrics (e.g. accuracy, precision, area under ROC curve, etc.) for classification, feature selection or clustering algorithms.

This repository was inspired by an increasing need in machine learning / bioinformatics communities for a collection of microarray classification problems that could be used by different researches. This way many different classification or feature selection techniques can finally be compared to eachother on the same set of problems.

Origin of data

Each gene expression sample in GEMLeR repository comes from a large publicly available expO (Expression Project For Oncology) repository by International Genomics Consortium.

The goal of expO and its consortium supporters is to procure tissue samples under standard conditions and perform gene expression analyses on a clinically annotated set of deidentified tumor samples. The tumor data is updated with clinical outcomes and is released into the public domain without intellectual property restriction. The availability of this information translates into direct benefits for patients, researchers and pharma alike.

Source: expO website
Although there are various other sources of gene expression data available, a decision to use data from expO repository was made because of:
- consistency of tissue samples processing procedure
- same microarray platform used for all samples
- availability of additional information for combined genotype-phenotype studies
- availability of a large number of samples for different tumor types

In case of publishing material based on GEMLeR datasets, then, please note the assistance you received by using this repository. This will help others to obtain the same datasets and replicate your experiments. Please cite as follows when referring to this repository:

Stiglic, G., & Kokol, P. (2010). Stability of Ranked Gene Lists in Large Microarray Analysis Studies. Journal of biomedicine biotechnology, 2010, 616358.

You are also welcome to acknowledge the contribution of expO (Expression Project For Oncology) and International Genomics Consortium for providing their gene expression samples to the public."
1164,AP_Endometrium_Uterus,"**Author**:   
**Source**: Unknown - Date unknown  
**Please cite**:   

GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented machine learning algorithms. They can be used for estimation of different quality metrics (e.g. accuracy, precision, area under ROC curve, etc.) for classification, feature selection or clustering algorithms.

This repository was inspired by an increasing need in machine learning / bioinformatics communities for a collection of microarray classification problems that could be used by different researches. This way many different classification or feature selection techniques can finally be compared to eachother on the same set of problems.

Origin of data

Each gene expression sample in GEMLeR repository comes from a large publicly available expO (Expression Project For Oncology) repository by International Genomics Consortium.

The goal of expO and its consortium supporters is to procure tissue samples under standard conditions and perform gene expression analyses on a clinically annotated set of deidentified tumor samples. The tumor data is updated with clinical outcomes and is released into the public domain without intellectual property restriction. The availability of this information translates into direct benefits for patients, researchers and pharma alike.

Source: expO website
Although there are various other sources of gene expression data available, a decision to use data from expO repository was made because of:
- consistency of tissue samples processing procedure
- same microarray platform used for all samples
- availability of additional information for combined genotype-phenotype studies
- availability of a large number of samples for different tumor types

In case of publishing material based on GEMLeR datasets, then, please note the assistance you received by using this repository. This will help others to obtain the same datasets and replicate your experiments. Please cite as follows when referring to this repository:

Stiglic, G., & Kokol, P. (2010). Stability of Ranked Gene Lists in Large Microarray Analysis Studies. Journal of biomedicine biotechnology, 2010, 616358.

You are also welcome to acknowledge the contribution of expO (Expression Project For Oncology) and International Genomics Consortium for providing their gene expression samples to the public."
1165,AP_Breast_Ovary,"**Author**:   
**Source**: Unknown - Date unknown  
**Please cite**:   

GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented machine learning algorithms. They can be used for estimation of different quality metrics (e.g. accuracy, precision, area under ROC curve, etc.) for classification, feature selection or clustering algorithms.

This repository was inspired by an increasing need in machine learning / bioinformatics communities for a collection of microarray classification problems that could be used by different researches. This way many different classification or feature selection techniques can finally be compared to eachother on the same set of problems.

Origin of data

Each gene expression sample in GEMLeR repository comes from a large publicly available expO (Expression Project For Oncology) repository by International Genomics Consortium.

The goal of expO and its consortium supporters is to procure tissue samples under standard conditions and perform gene expression analyses on a clinically annotated set of deidentified tumor samples. The tumor data is updated with clinical outcomes and is released into the public domain without intellectual property restriction. The availability of this information translates into direct benefits for patients, researchers and pharma alike.

Source: expO website
Although there are various other sources of gene expression data available, a decision to use data from expO repository was made because of:
- consistency of tissue samples processing procedure
- same microarray platform used for all samples
- availability of additional information for combined genotype-phenotype studies
- availability of a large number of samples for different tumor types

In case of publishing material based on GEMLeR datasets, then, please note the assistance you received by using this repository. This will help others to obtain the same datasets and replicate your experiments. Please cite as follows when referring to this repository:

Stiglic, G., & Kokol, P. (2010). Stability of Ranked Gene Lists in Large Microarray Analysis Studies. Journal of biomedicine biotechnology, 2010, 616358.

You are also welcome to acknowledge the contribution of expO (Expression Project For Oncology) and International Genomics Consortium for providing their gene expression samples to the public."
1166,OVA_Ovary,"**Author**:   
**Source**: Unknown - Date unknown  
**Please cite**:   

GEMLeR provides a collection of gene expression datasets that can be used for benchmarking gene expression oriented machine learning algorithms. They can be used for estimation of different quality metrics (e.g. accuracy, precision, area under ROC curve, etc.) for classification, feature selection or clustering algorithms.

This repository was inspired by an increasing need in machine learning / bioinformatics communities for a collection of microarray classification problems that could be used by different researches. This way many different classification or feature selection techniques can finally be compared to eachother on the same set of problems.

Origin of data

Each gene expression sample in GEMLeR repository comes from a large publicly available expO (Expression Project For Oncology) repository by International Genomics Consortium.

The goal of expO and its consortium supporters is to procure tissue samples under standard conditions and perform gene expression analyses on a clinically annotated set of deidentified tumor samples. The tumor data is updated with clinical outcomes and is released into the public domain without intellectual property restriction. The availability of this information translates into direct benefits for patients, researchers and pharma alike.

Source: expO website
Although there are various other sources of gene expression data available, a decision to use data from expO repository was made because of:
- consistency of tissue samples processing procedure
- same microarray platform used for all samples
- availability of additional information for combined genotype-phenotype studies
- availability of a large number of samples for different tumor types

In case of publishing material based on GEMLeR datasets, then, please note the assistance you received by using this repository. This will help others to obtain the same datasets and replicate your experiments. Please cite as follows when referring to this repository:

Stiglic, G., & Kokol, P. (2010). Stability of Ranked Gene Lists in Large Microarray Analysis Studies. Journal of biomedicine biotechnology, 2010, 616358.

You are also welcome to acknowledge the contribution of expO (Expression Project For Oncology) and International Genomics Consortium for providing their gene expression samples to the public."
1167,pc1_req,"**Author**:   
**Source**: Unknown - Date unknown  
**Please cite**:"
1168,electricity_prices_ICON,"**Author**: H. Simonis, B. O’Sullivan, D. Mehta, B. Hurley, M. De Cauwer  
**Source**: [ICON Challenge](http://iconchallenge.insight-centre.org/) - 2014  
**Please cite**:   

**ICON Challenge on Forecasting and Scheduling**  
We consider the following problem: You are running a cloud computing service, where customers contract to run computing services (tasks). Each task has a duration, an earliest start and latest end, and resource requirements for CPU, Memory and I/O attributes. The tasks can be scheduled on one of multiple servers, each server has a limited capacity for the CPU, memory and I/O attributes. Multiple tasks can run concurrently on the same machine if the total resource consumption for all attributes is below the respective capacity. All tasks must be scheduled within their release and due dates, these dates are set so that no task stretches over midnight between two days. Tasks can not be interrupted, once started, they must run for their given duration. If a machine is used by a task, it must be running at that time. In addition to the cost of running the allocated tasks, the machine consumes some idle power if it is on. Every time a machine is switched on or off, a start-up resp. shut-down cost must be paid. All machines are off at the beginning of the planning period, all machines must be off at the end of the planning period.

The price of electricity for the data centre is a real-time price, and varies throughout the day. The actual price is not known in advance, a forecast must be used to generate a schedule. The total cost of the schedule is determined after the fact by applying the actual price of electricity to the energy consumption in each time period. One forecast of the price is given by the organizers. However there may be a large discrepancy between the forecast and actual price, offering the opportunity to generate better forecasts based on historical data for demand and prices, and previous forecast information. Note that a forecast with a low error is not automatically guaranteed to lead to a schedule with a low overall cost.
￼￼￼￼￼￼￼
In the forecast problem, we have to predict the actual electricity price for one day into the future based on historical and forecasted data. The historical data is available from September 2011 onwards. Missing values are marked with ?. The following fields are defined:
>
**DateTime** String, defines date and time of sample  
**Holiday** String, gives name of holiday if day is a bank holiday  
**HolidayFlag** integer, 1 if day is a bank holiday, zero otherwise  
**DayOfWeek** integer (0-6), 0 monday, day of week  
**WeekOfYear** integer, running week within year of this date  
**Day** integer, day of the date  
**Month** integer, month of the date  
**Year** integer, year of the date  
**PeriodOfDay** integer, denotes half hour period of day (0-47)  
**ForecastWindProduction** the forecasted wind production for this period  
**SystemLoadEA** the national load forecast for this period  
**SMPEA** the price forecast for this period  
**ORKTemperature** the actual temperature measured at Cork airport  
**ORKWindspeed** the actual windspeed measured at Cork airport  
**CO2Intensity** the actual CO2 intensity in (g/kWh) for the electricity produced  
**ActualWindProduction** the actual wind energy production for this period  
**SystemLoadEP2** the actual national system load for this period  
**SMPEP2** the actual price of this time period, the value to be forecasted  

The last four fields are only available for historical data, i.e. they can not be used to make the forecast."
1169,airlines,"**Author**: Albert Bifet, Elena Ikonomovska  
**Source**: [Data Expo competition](http://kt.ijs.si/elena_ikonomovska/data.html) - 2009  
**Please cite**:   

Airlines Dataset Inspired in the regression dataset from Elena Ikonomovska. The task is to predict whether a given flight will be delayed, given the information of the scheduled departure."
1177,BNG(primary-tumor),
1178,BNG(solar-flare),
1179,BNG(solar-flare),
1180,BNG(spect_test),
1181,BNG(spectf_test),
1182,BNG(adult),
1183,BNG(satimage),
1184,BNG(baseball),
1185,BNG(wine),
1186,BNG(eucalyptus),
1187,BNG(wisconsin),
1188,BNG(cleveland),
1189,BNG(auto_price),
1190,BNG(cpu_act),
1191,BNG(pbc),
1192,BNG(autoHorse),
1193,BNG(lowbwt),
1194,BNG(cholesterol),
1195,BNG(autoPrice),
1196,BNG(pharynx),"**Author**:   
**Please cite**:   

Juan J. Rodriguez, Ludmila I. Kuncheva, Carlos J. Alonso (2006). Rotation Forest: A new classifier ensemble method. IEEE Transactions on Pattern Analysis and Machine Intelligence. 28(10):1619-1630. URL http://doi.ieeecomputersociety.org/10.1109/TPAMI.2006.211."
1197,BNG(2dplanes),
1198,BNG(elevators),
1199,BNG(echoMonths),
1200,BNG(stock),
1201,BNG(breastTumor),
1202,BNG(cpu_small),
1203,BNG(pwLinear),
1204,BNG(wine_quality),
1205,BNG(Australian),
1206,BNG(satellite_image),
1207,BNG(Ailerons),
1208,BNG(libras_move),
1209,BNG(vowel),
1210,BNG(puma32H),
1211,BNG(SPECT),
1212,BNG(SPECTF),
1213,BNG(mv),
1214,BNG(JapaneseVowels),
1216,Click_prediction_small,"**Author**:   
**Source**: Unknown - Date unknown  
**Please cite**:   

Data on predicting clicks on ads in a search engine."
1217,Click_prediction_small,"**Author**:   
**Source**: Unknown - Date unknown  
**Please cite**:   

Even smaller sample of version 1"
1218,Click_prediction_small,"**Author**:   
**Source**: Unknown - Date unknown  
**Please cite**:   

Balanced version of click prediction data"
1219,Click_prediction_small,"**Author**: Tencent Inc.  
**Source**: [KDD Cup](https://www.kddcup2012.org/) - 2012 Track 2, [Kaggle](https://www.kaggle.com/c/kddcup2012-track2)  
**Please cite**:   

This data is derived from the 2012 KDD Cup. The data is subsampled to 1% of the original number of instances, downsampling the majority class (click=0) so that the target feature is reasonably balanced (5 to 1).

The data is about advertisements shown alongside search results in a search engine, and whether or not people clicked on these ads. 
The task is to build the best possible model to predict whether a user will click on a given ad.

A search session contains information on user id, the query issued by the user, ads displayed to the user, and target feature indicating whether a user clicked at least one of the ads in this session. The number of ads displayed to a user in a session is called 'depth'. The order of an ad in the displayed list is called 'position'.  An ad is displayed as a short text called 'title', followed by a slightly longer text called 'description', and a URL  called 'display URL'.   
To construct this dataset each session was split into multiple instances. Each instance describes an ad displayed under a certain setting  ('depth', 'position').  Instances with the same user id, ad id, query, and setting are merged. Each ad and each user have some additional properties located in separate data files that can be looked up using ids in the instances.

The dataset has the following features:  
* Click - binary variable indicating whether a user clicked on at least one ad. 
* Impression - the number of search sessions in which AdID was impressed by UserID who issued Query.
* Url_hash - URL is hashed for anonymity
* AdID 
* AdvertiserID - some advertisers consistently optimize their ads, so the title and description of their ads are more attractive than those of others' ads.
* Depth - number of ads displayed to a user in a session
* Position - order of an ad in the displayed list
* QueryID - is the key of the data file 'queryid_tokensid.txt'. (follow the link to the original KDD Cup page, track 2)
* KeywordID - is the key of  'purchasedkeyword_tokensid.txt' (follow the link to the original KDD Cup page, track 2)
* TitleID - is the key of 'titleid_tokensid.txt'
* DescriptionID - is the key of 'descriptionid_tokensid.txt' (follow the link to the original KDD Cup page, track 2)
* UserID - is also the key of 'userid_profile.txt' (follow the link to the original KDD Cup page, track 2). 0 is a special value denoting that the user could be identified."
1220,Click_prediction_small,"**Author**: Tencent Inc.  
**Source**: [KDD Cup](https://www.kddcup2012.org/) - 2012  
**Please cite**:   

**0.1% balanced subsample of the original KDD dataset**  

This data is derived from the 2012 KDD Cup. The data is subsampled to 0.1% of the original number of instances, downsampling the majority class (click=0) so that the target feature is reasonably balanced (5 to 1).

The data is about advertisements shown alongside search results in a search engine, and whether or not people clicked on these ads. 
The task is to build the best possible model to predict whether a user will click on a given ad.

A search session contains information on user id, the query issued by the user, ads displayed to the user, and target feature indicating whether a user clicked at least one of the ads in this session. The number of ads displayed to a user in a session is called ‘depth’. The order of an ad in the displayed list is called ‘position’.  An ad is displayed as a short text called ‘title’, followed by a slightly longer text called ’description’, and a URL  called ‘display URL’.   
To construct this dataset each session was split into multiple instances. Each instance describes an ad displayed under a certain setting  (‘depth’, ‘position’).  Instances with the same user id, ad id, query, and setting are merged. Each ad and each user have some additional properties located in separate data files that can be looked up using ids in the instances.

The dataset has the following features:  
* Click – binary variable indicating whether a user clicked on at least one ad. 
* Impression - the number of search sessions in which AdID was impressed by UserID who issued Query.
* Url_hash - URL is hashed for anonymity
* AdID 
* AdvertiserID - some advertisers consistently optimize their ads, so the title and description of their ads are more attractive than those of others’ ads.
* Depth - number of ads displayed to a user in a session
* Position - order of an ad in the displayed list
* QueryID - is the key of the data file 'queryid_tokensid.txt'. (follow the link to the original KDD Cup page, track 2)
* KeywordID - is the key of  'purchasedkeyword_tokensid.txt' (follow the link to the original KDD Cup page, track 2)
* TitleID - is the key of 'titleid_tokensid.txt'
* DescriptionID - is the key of 'descriptionid_tokensid.txt' (follow the link to the original KDD Cup page, track 2)
* UserID – is also the key of 'userid_profile.txt' (follow the link to the original KDD Cup page, track 2). 0 is a special value denoting that the user could be identified."
1222,letter-challenge-unlabeled.arff,
1226,Click_prediction_small,"**Author**: Tencent Inc.  
**Source**: [KDD Cup](https://www.kddcup2012.org/) - 2012  
**Please cite**:   

**This data set is the same as version 4, but has additional unlabeled data attached to it. This is meant for a machine learning challenge. The complete labeled version of this dataset is version 6 (but this version is kept private for the duration of the challenge).**

This data is derived from the 2012 KDD Cup. The data is subsampled to 1% of the original number of instances, downsampling the majority class (click=0) so that the target feature is reasonably balanced (5 to 1).

The data is about advertisements shown alongside search results in a search engine, and whether or not people clicked on these ads. 
The task is to build the best possible model to predict whether a user will click on a given ad.

A search session contains information on user id, the query issued by the user, ads displayed to the user, and target feature indicating whether a user clicked at least one of the ads in this session. The number of ads displayed to a user in a session is called ‘depth’. The order of an ad in the displayed list is called ‘position’.  An ad is displayed as a short text called ‘title’, followed by a slightly longer text called ’description’, and a URL  called ‘display URL’.   
To construct this dataset each session was split into multiple instances. Each instance describes an ad displayed under a certain setting  (‘depth’, ‘position’).  Instances with the same user id, ad id, query, and setting are merged. Each ad and each user have some additional properties located in separate data files that can be looked up using ids in the instances.

The dataset has the following features:  
* Click – binary variable indicating whether a user clicked on at least one ad. 
* Impression - the number of search sessions in which AdID was impressed by UserID who issued Query.
* Url_hash - URL is hashed for anonymity
* AdID 
* AdvertiserID - some advertisers consistently optimize their ads, so the title and description of their ads are more attractive than those of others’ ads.
* Depth - number of ads displayed to a user in a session
* Position - order of an ad in the displayed list
* QueryID - is the key of the data file 'queryid_tokensid.txt'. (follow the link to the original KDD Cup page, track 2)
* KeywordID - is the key of  'purchasedkeyword_tokensid.txt' (follow the link to the original KDD Cup page, track 2)
* TitleID - is the key of 'titleid_tokensid.txt'
* DescriptionID - is the key of 'descriptionid_tokensid.txt' (follow the link to the original KDD Cup page, track 2)
* UserID – is also the key of 'userid_profile.txt' (follow the link to the original KDD Cup page, track 2). 0 is a special value denoting that the user could be identified."
1228,nki70.arff,
1233,eating,"**Author**:   
**Source**: Unknown - Date unknown  
**Please cite**:   

eating"
1235,Agrawal1,
1236,Stagger1,
1237,Stagger2,
1238,Stagger3,
1240,AirlinesCodrnaAdult,
1241,codrnaNorm,"Normalized form of codrna (351)

**Author**: Andrew V Uzilov"",""Joshua M Keegan"",""David H Mathews.  
**Source**: [original](http://www.csie.ntu.edu.tw/~cjlin/libsvmtools/datasets) -   
**Please cite**: [AVU06a]
Andrew V Uzilov, Joshua M Keegan, and David H Mathews. 
Detection of non-coding RNAs on the basis of predicted secondary structure formation free energy change. 
BMC Bioinformatics, 7(173), 2006.  

This is the cod-rna dataset, retrieved 2014-11-14 from the libSVM site. Additional to the preprocessing done there (see LibSVM site for details), this dataset was created as follows: 
-join test, train and rest datasets   
-normalize each file columnwise according to the following rules:    
-If a column only contains one value (constant feature), it will set to zero and thus removed by sparsity.    
-If a column contains two values (binary feature), the value occuring more often will be set to zero, the other to one.    
-If a column contains more than two values (multinary/real feature), the column is divided by its std deviation.    

NOTE: please keep in mind that cod-rna has many duplicated data points, within each file &#40;train,test,rest&#41; and also accross these files. these duplicated points have not been removed!"
1242,vehicleNorm,"Normalized version of vehicle dataset (http://www.openml.org/d/54)

**Author**:  Peter Mowforth  
**Source**: UCI -   
**Please cite**: Siebert,JP. Turing Institute Research Memorandum TIRM-87-018 ""Vehicle Recognition Using Rule Based Methods"" (March 1987)  

 NAME
         vehicle silhouettes
 
 PURPOSE
         to classify a given silhouette as one of four types of vehicle,
         using  a set of features extracted from the silhouette. The
         vehicle may be viewed from one of many different angles.  
 
 PROBLEM TYPE
         classification
         
 SOURCE
         Drs.Pete Mowforth and Barry Shepherd
         Turing Institute
         George House
         36 North Hanover St.
         Glasgow
         G1 2AD
 
 CONTACT
         Alistair Sutherland
         Statistics Dept.
         Strathclyde University
         Livingstone Tower
         26 Richmond St.
         GLASGOW G1 1XH
         Great Britain
         
         Tel: 041 552 4400 x3033
         
         Fax: 041 552 4711 
         
         e-mail: alistair@uk.ac.strathclyde.stams
 
 HISTORY
         This data was originally gathered at the TI in 1986-87 by
         JP Siebert. It was partially financed by Barr and Stroud Ltd.
         The original purpose was to find a method of distinguishing
         3D objects within a 2D image by application of an ensemble of
         shape feature extractors to the 2D silhouettes of the objects.
         Measures of shape features extracted from example silhouettes
         of objects to be discriminated were used to generate a class-
         ification rule tree by means of computer induction.
          This object recognition strategy was successfully used to 
         discriminate between silhouettes of model cars, vans and buses
         viewed from constrained elevation but all angles of rotation.
          The rule tree classification performance compared favourably
         to MDC (Minimum Distance Classifier) and k-NN (k-Nearest Neigh-
         bour) statistical classifiers in terms of both error rate and
         computational efficiency. An investigation of these rule trees
         generated by example indicated that the tree structure was 
         heavily influenced by the orientation of the objects, and grouped
         similar object views into single decisions.
 
 DESCRIPTION
          The features were extracted from the silhouettes by the HIPS
         (Hierarchical Image Processing System) extension BINATTS, which 
         extracts a combination of scale independent features utilising
         both classical moments based measures such as scaled variance,
         skewness and kurtosis about the major/minor axes and heuristic
         measures such as hollows, circularity, rectangularity and
         compactness.
          Four ""Corgie"" model vehicles were used for the experiment:
         a double decker bus, Cheverolet van, Saab 9000 and an Opel Manta 400.
         This particular combination of vehicles was chosen with the 
         expectation that the bus, van and either one of the cars would
         be readily distinguishable, but it would be more difficult to
         distinguish between the cars.
          The images were acquired by a camera looking downwards at the
         model vehicle from a fixed angle of elevation (34.2 degrees
         to the horizontal). The vehicles were placed on a diffuse
         backlit surface (lightbox). The vehicles were painted matte black
         to minimise highlights. The images were captured using a CRS4000
         framestore connected to a vax 750. All images were captured with
         a spatial resolution of 128x128 pixels quantised to 64 greylevels.
         These images were thresholded to produce binary vehicle silhouettes,
         negated (to comply with the processing requirements of BINATTS) and
         thereafter subjected to shrink-expand-expand-shrink HIPS modules to
         remove ""salt and pepper"" image noise.
          The vehicles were rotated and their angle of orientation was measured
         using a radial graticule beneath the vehicle. 0 and 180 degrees
         corresponded to ""head on"" and ""rear"" views respectively while 90 and
         270 corresponded to profiles in opposite directions. Two sets of
         60 images, each set covering a full 360 degree rotation, were captured
         for each vehicle. The vehicle was rotated by a fixed angle between 
         images. These datasets are known as e2 and e3 respectively.
          A further two sets of images, e4 and e5, were captured with the camera 
         at elevations of 37.5 degs and 30.8 degs respectively. These sets
         also contain 60 images per vehicle apart from e4.van which contains
         only 46 owing to the difficulty of containing the van in the image
         at some orientations.
 
 ATTRIBUTES
         
         COMPACTNESS     (average perim)**2/area
         
         CIRCULARITY     (average radius)**2/area
         
         DISTANCE CIRCULARITY    area/(av.distance from border)**2
         
         RADIUS RATIO    (max.rad-min.rad)/av.radius
         
         PR.AXIS ASPECT RATIO    (minor axis)/(major axis)
         
         MAX.LENGTH ASPECT RATIO (length perp. max length)/(max length)
         
         SCATTER RATIO   (inertia about minor axis)/(inertia about major axis)
         
         ELONGATEDNESS           area/(shrink width)**2
         
         PR.AXIS RECTANGULARITY  area/(pr.axis length*pr.axis width)
         
         MAX.LENGTH RECTANGULARITY area/(max.length*length perp. to this)
         
         SCALED VARIANCE         (2nd order moment about minor axis)/area
         ALONG MAJOR AXIS
         
         SCALED VARIANCE         (2nd order moment about major axis)/area
         ALONG MINOR AXIS 
         
         SCALED RADIUS OF GYRATION       (mavar+mivar)/area
         
         SKEWNESS ABOUT  (3rd order moment about major axis)/sigma_min**3
         MAJOR AXIS
         
         SKEWNESS ABOUT  (3rd order moment about minor axis)/sigma_maj**3
         MINOR AXIS
                 
         KURTOSIS ABOUT  (4th order moment about major axis)/sigma_min**4
         MINOR AXIS  
                 
         KURTOSIS ABOUT  (4th order moment about minor axis)/sigma_maj**4
         MAJOR AXIS
         
         HOLLOWS RATIO   (area of hollows)/(area of bounding polygon)
         
          Where sigma_maj**2 is the variance along the major axis and
         sigma_min**2 is the variance along the minor axis, and
         
         area of hollows= area of bounding poly-area of object 
         
          The area of the bounding polygon is found as a side result of
         the computation to find the maximum length. Each individual
         length computation yields a pair of calipers to the object
         orientated at every 5 degrees. The object is propagated into
         an image containing the union of these calipers to obtain an
         image of the bounding polygon. 
         
 NUMBER OF CLASSES
 
         4       OPEL, SAAB, BUS, VAN
 
 NUMBER OF EXAMPLES
 
                 Total no. = 946
                 
                 No. in each class
                 
                   opel 240
                   saab 240
                   bus  240
                   van  226
                 
                 
                 100 examples are being kept by Strathclyde for validation.
                 So StatLog partners will receive 846 examples.
 
 NUMBER OF ATTRIBUTES
 
                 No. of atts. = 18"
1245,lungcancer_shedden,"**Author**: Kerby Shedden et al.  
Michel Lang  
**Source**: Unknown - Date unknown  
**Please cite**: Shedden, K., Taylor, J. M. G., Enkemann, S. A., Tsao, M. S., Yeatman, T. J., Gerald, W. L., … Sharma, A. (2008). Gene Expression-Based Survival Prediction in Lung Adenocarcinoma: A Multi-Site, Blinded Validation Study: Director’s Challenge Consortium for the Molecular Classification of Lung Adenocarcinoma. Nature Medicine, 14(8), 822–827. doi:10.1038/nm.1790

fRMA-normalized. Only ""Kratz-genes""*.

\* (see: A practical molecular assay to predict survival in resected non-squamous, non-small-cell lung cancer: development and international validation studies
Kratz, Johannes R et al.
The Lancet , Volume 379 , Issue 9818 , 823 - 832)"
1351,"BNG(anneal,1000,1)",
1352,"BNG(anneal,1000,5)",
1353,"BNG(anneal,1000,10)",
1354,"BNG(anneal,5000,1)",
1355,"BNG(anneal,5000,5)",
1356,"BNG(anneal,5000,10)",
1357,"BNG(anneal,10000,1)",
1358,"BNG(anneal,10000,5)",
1359,"BNG(anneal,10000,10)",
1360,"BNG(anneal.ORIG,1000,1)",
1361,"BNG(anneal.ORIG,1000,5)",
1362,"BNG(anneal.ORIG,1000,10)",
1363,"BNG(anneal.ORIG,5000,1)",
1364,"BNG(anneal.ORIG,5000,5)",
1365,"BNG(anneal.ORIG,5000,10)",
1366,"BNG(anneal.ORIG,10000,1)",
1367,"BNG(anneal.ORIG,10000,5)",
1368,"BNG(anneal.ORIG,10000,10)",
1369,"BNG(kr-vs-kp,1000,1)",
1370,"BNG(kr-vs-kp,1000,5)",
1371,"BNG(kr-vs-kp,1000,10)",
1372,"BNG(kr-vs-kp,5000,1)",
1373,"BNG(kr-vs-kp,5000,5)",
1374,"BNG(kr-vs-kp,5000,10)",
1375,"BNG(kr-vs-kp,10000,1)",
1376,"BNG(kr-vs-kp,10000,5)",
1377,"BNG(kr-vs-kp,10000,10)",
1378,"BNG(letter,1000,1)",
1379,"BNG(letter,1000,5)",
1380,"BNG(letter,1000,10)",
1381,"BNG(letter,5000,1)",
1382,"BNG(letter,5000,5)",
1383,"BNG(letter,5000,10)",
1384,"BNG(letter,10000,1)",
1385,"BNG(letter,10000,5)",
1386,"BNG(letter,10000,10)",
1387,"BNG(audiology,1000,1)",
1388,"BNG(audiology,1000,5)",
1389,"BNG(audiology,1000,10)",
1390,"BNG(audiology,5000,1)",
1391,"BNG(audiology,5000,5)",
1392,"BNG(audiology,5000,10)",
1393,"BNG(autos,1000,1)",
1394,"BNG(autos,1000,5)",
1395,"BNG(autos,1000,10)",
1396,"BNG(autos,5000,1)",
1397,"BNG(autos,5000,5)",
1398,"BNG(autos,5000,10)",
1399,"BNG(autos,10000,1)",
1400,"BNG(autos,10000,5)",
1401,"BNG(autos,10000,10)",
1402,"BNG(lymph,1000,1)",
1403,"BNG(lymph,1000,5)",
1404,"BNG(lymph,1000,10)",
1405,"BNG(lymph,5000,1)",
1406,"BNG(lymph,5000,5)",
1407,"BNG(lymph,5000,10)",
1408,"BNG(lymph,10000,1)",
1409,"BNG(lymph,10000,5)",
1410,"BNG(lymph,10000,10)",
1412,lungcancer_GSE31210,"**Author**: Okayama et al.  
Michel Lang  
**Source**: Unknown - Date unknown  
**Please cite**: Okayama H, Kohno T, Ishii Y, Shimada Y et al. Identification of genes upregulated in ALK-positive and EGFR/KRAS/ALK-negative lung adenocarcinomas. Cancer Res 2012 Jan 1;72(1):100-11.  

fRMA-normalized. Only ""Kratz-genes""*.

\* (see: A practical molecular assay to predict survival in resected non-squamous, non-small-cell lung cancer: development and international validation studies Kratz, Johannes R et al. The Lancet , Volume 379 , Issue 9818 , 823 - 832)"
1413,MyIris,"**Author**:   
**Source**: Unknown - Date unknown  
**Please cite**:   

MyExampleIris"
1414,Kaggle_bike_sharing_demand_challange,"**Author**: Niels Rood  
**Source**: [original](http://www.kaggle.com/c/bike-sharing-demand/data) - 2015-02-11  
**Please cite**:   

Modified version of the training dataset of the Bike Sharing Demand challenge running on Kaggle (http://www.kaggle.com/c/bike-sharing-demand/)

If you use the problem in publication, please cite:

Fanaee-T, Hadi, and Gama, Joao, Event labeling combining ensemble detectors and background knowledge, Progress in Artificial Intelligence (2013): pp. 1-15, Springer Berlin Heidelberg."
1419,contact-lenses,
1420,cpu.with.vendor,
1424,a3a,"**Author**: Ronny Kohavi"",""Barry Becker  
libSVM"",""AAD group  
**Source**: [original](http://www.csie.ntu.edu.tw/~cjlin/libsvmtools/datasets/binary.html) - Date unknown  
**Please cite**:   

#Dataset from the LIBSVM data repository.

Preprocessing: The original Adult data set has 14 features, among which six are continuous and eight are categorical. In this data set, continuous features are discretized into quantiles, and each quantile is represented by a binary feature. Also, a categorical feature with m categories is converted to m binary features. Details on how each feature is converted can be found in the beginning of each file from this page. 
http://research.microsoft.com/en-us/um/people/jplatt/adult.zip"
1425,a4a,"**Author**: Ronny Kohavi"",""Barry Becker  
libSVM"",""AAD group  
**Source**: [original](http://www.csie.ntu.edu.tw/~cjlin/libsvmtools/datasets/binary.html) - Date unknown  
**Please cite**: http://archive.ics.uci.edu/ml/datasets/Adult  

#Dataset from the LIBSVM data repository.

Preprocessing: The original Adult data set has 14 features, among which six are continuous and eight are categorical. In this data set, continuous features are discretized into quantiles, and each quantile is represented by a binary feature. Also, a categorical feature with m categories is converted to m binary features. Details on how each feature is converted can be found in the beginning of each file from this page. 
http://research.microsoft.com/en-us/um/people/jplatt/adult.zip"
